Funkcja f(x)=cbrt(x) dla x?[0,8]
n=50;11.52
n=50;10.24
n=50;11.84
n=50;11.2
n=50;13.12
n=100;11.2
n=100;11.52
n=100;11.2
n=100;11.2
n=100;12.0
n=150;12.266666666666667
n=150;12.053333333333333
n=150;11.306666666666667
n=150;12.266666666666667
n=150;11.52
n=200;12.88
n=200;11.28
n=200;12.24
n=200;11.68
n=200;11.28
n=250;12.544
n=250;10.56
n=250;12.48
n=250;12.352
n=250;11.264
n=300;12.053333333333333
n=300;11.466666666666667
n=300;11.733333333333333
n=300;11.36
n=300;12.053333333333333
n=350;11.2
n=350;12.251428571428571
n=350;11.611428571428572
n=350;12.388571428571428
n=350;12.114285714285714
n=400;11.84
n=400;11.64
n=400;11.84
n=400;11.84
n=400;11.72
n=450;11.057777777777778
n=450;11.804444444444444
n=450;11.626666666666667
n=450;12.017777777777777
n=450;12.337777777777777
n=500;11.584
n=500;12.768
n=500;12.128
n=500;11.904
n=500;11.872
n=550;12.16
n=550;11.49090909090909
n=550;12.596363636363636
n=550;11.985454545454546
n=550;11.781818181818181
n=600;11.333333333333334
n=600;12.186666666666667
n=600;12.026666666666667
n=600;12.053333333333333
n=600;12.08
n=650;12.283076923076923
n=650;12.11076923076923
n=650;11.643076923076922
n=650;12.036923076923078
n=650;12.11076923076923
n=700;11.90857142857143
n=700;11.954285714285714
n=700;12.045714285714286
n=700;12.571428571428571
n=700;11.245714285714286
n=750;12.224
n=750;11.84
n=750;12.309333333333333
n=750;12.266666666666667
n=750;12.437333333333333
n=800;11.7
n=800;11.82
n=800;11.64
n=800;12.24
n=800;11.84
n=850;12.310588235294118
n=850;11.764705882352942
n=850;12.16
n=850;11.952941176470588
n=850;12.216470588235294
n=900;11.982222222222223
n=900;12.142222222222221
n=900;12.231111111111112
n=900;12.017777777777777
n=900;11.982222222222223
n=950;12.261052631578947
n=950;12.294736842105262
n=950;12.143157894736841
n=950;12.261052631578947
n=950;12.042105263157895
n=1000;11.968
n=1000;12.112
n=1000;12.288
n=1000;11.808
n=1000;11.888
n=1050;11.885714285714286
n=1050;12.297142857142857
n=1050;12.220952380952381
n=1050;12.038095238095238
n=1050;11.885714285714286
n=1100;11.941818181818181
n=1100;12.145454545454545
n=1100;11.607272727272727
n=1100;11.985454545454546
n=1100;12.290909090909091
n=1150;12.062608695652173
n=1150;12.243478260869566
n=1150;12.104347826086956
n=1150;12.034782608695652
